"CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","SD01","SD02_01","SD08","SD08_01","DS01_01","DS01_02","DS01_03","DS01_04","DS01_05","DS01_07","DS01_06","MI01_01","MI02_01","MI03_01","MI03_02","MI04_03","MI05_01","MI05_02","MI07_01","MI09_01","MI10_01","MI14_02","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST03_01","ST03_02","ST03_03","ST03_04","ST03_05","ST03_06","ST03_07","ST03_08","ST04_01","ST04_02","ST04_03","ST04_04","ST04_05","ST04_06","ST04_07","UQ01","UQ01x01","UQ01x02","UQ01x03","UQ01x04","UQ01x05","PL01_01","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
295,,,"smartphone_EN","interview",2022-06-08 09:28:51,1,26,1,2,4,4,4,2,2,1,1,3,5,4,4,3,4,3,5,4,3,1,1,4,2,5,3,5,5,5,4,5,5,5,5,5,1,5,1,4,3,5,4,5,5,5,5,5,2,,3,"price","data allowance","battery life",,,"5f784d0ac0c40e3ca59f3d71",3,16,17,18,41,26,25,26,172,,2022-06-08 09:31:43,1,0,8,8,0,0,1.65,41
296,,,"smartphone_EN","interview",2022-06-08 09:28:53,2,31,1,2,5,5,5,1,1,1,2,1,5,4,3,1,5,5,1,4,4,1,1,5,4,5,1,4,5,5,5,2,1,3,5,2,1,3,,5,3,5,3,3,4,5,4,4,3,4,5,"What is the price ","How good is the battery life ","What alternatives are there ","What is the camera like ","Is it android ","6103082117238ae6d0c3e805",4,11,169,18,45,143,31,24,445,,2022-06-08 09:36:18,1,0,8,8,0,0,1.08,13
297,,,"smartphone_EN","interview",2022-06-08 09:28:54,1,27,1,2,5,4,5,5,5,1,3,1,4,4,4,1,5,4,1,5,4,1,4,5,5,5,3,4,4,5,5,3,3,4,5,4,2,4,5,5,3,5,5,3,5,5,5,5,4,4,5,"How much memory does the phone have? I have lots of music on my phone need lots of storage ","What operation system does the phone have?  ","How long does the battery last? ","Does it have FAST charging? ","What type of camera does it have? ","5f39a493da1ce1553328ebd9",287,14,329,489,59,171,45,50,403,,2022-06-08 09:52:58,1,0,8,8,0,0,0.45,0
298,,,"smartphone_EN","interview",2022-06-08 09:28:57,2,37,1,2,4,4,4,2,3,1,2,2,4,4,4,3,4,4,4,4,3,1,4,5,3,4,2,3,4,5,5,4,2,3,4,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,"How big is the screen","How wide is the wide angle camera","How much optical zoom does the camera have","How much memory is in the phone, does it expand with micro sd","How much ram does it have","6022d52a41138f0a5a73d330",10,8,22,13,18,72,29,27,199,,2022-06-08 09:32:16,1,0,8,8,0,0,1.39,21
299,,,"smartphone_EN","interview",2022-06-08 09:28:59,1,41,1,2,4,4,4,3,3,1,3,1,4,4,4,3,4,4,3,4,3,1,3,4,4,5,1,3,5,5,5,5,5,5,5,3,3,4,3,5,3,5,3,5,5,5,4,4,3,3,5,"Do you have a phone with excellent battery life?","Do you have a phone that can take amzing photos?","Do you have a phone that can do lots of different things?","Do you have a phone for someone on a tight budget?","Do you have a phone that can link to many different pieces of technology?","5c9a864efb57e6001796ee49",4,8,25,21,29,126,25,30,268,,2022-06-08 09:33:27,1,0,8,8,0,0,1.29,16
300,,,"smartphone_EN","interview",2022-06-08 09:29:05,2,46,1,2,5,5,5,1,1,1,3,2,2,5,3,1,5,5,3,5,3,1,1,5,5,4,3,5,5,5,5,5,3,5,5,1,1,2,,5,2,5,5,5,5,5,5,5,3,2,3,"What is the battery life like on the phone. How long on average will it last and how often do you need to charge?","What is the size of the screen and phone as I don't like large almost tablet like phones?","What's the internal memory of the phone?",,,"58f669cefb4d7500014af69b",15,11,34,37,34,118,47,58,354,,2022-06-08 09:34:59,1,0,8,8,0,0,0.78,0
301,,,"smartphone_EN","interview",2022-06-08 09:29:14,2,53,1,2,5,5,5,2,1,1,2,2,4,3,5,3,5,5,2,5,4,1,1,5,3,4,2,2,5,5,5,3,2,3,3,4,3,3,5,5,2,5,4,4,5,5,4,5,2,1,3,"How much memory do new phones have","What is a good camera spec","How long is the battery life I should expect",,,"5eea1be10e95520beb9fa654",8,12,23,23,28,79,43,42,258,,2022-06-08 09:33:32,1,0,8,8,0,0,1.05,4
302,,,"smartphone_EN","interview",2022-06-08 09:29:25,2,23,1,2,5,3,4,3,3,1,3,3,4,5,4,2,4,5,4,5,5,1,2,4,5,4,4,,5,5,5,2,4,3,4,1,1,5,3,5,2,5,5,5,2,4,5,5,2,5,3,"Do you have a phone with a good battery life?","Do you have a phone that has a camera as good as iPhone 12?","Do you have a phone that won't slow down after a year of use?",,,"5f7f93d23baaf8161cd10edd",4,11,115,65,53,313,41,43,645,,2022-06-08 09:40:10,1,0,8,8,0,0,0.79,6
303,,,"smartphone_EN","interview",2022-06-08 09:30:03,1,37,1,2,5,5,5,2,3,1,2,3,3,5,3,3,4,4,2,4,3,1,1,4,3,5,3,5,5,5,4,3,4,4,5,4,4,3,1,4,3,5,3,5,5,4,4,3,3,4,5,"Do you have a phone with a long battery life?","Do you have a phone with extra privacy settings that allow for anonymity and Do Not Track settings as default, etc?","Do you have a phone that can be charged extremely quickly?","Do you have a phone with a headphone jack?","Do you have a phone with a scratch resistant screen made of glass?","57fc3e1a7a62880001c197ac",32,8,28,18,22,130,33,33,304,,2022-06-08 09:35:07,1,0,8,8,0,0,1.05,9
304,,,"smartphone_EN","interview",2022-06-08 09:46:49,2,34,1,2,4,4,4,3,3,1,3,3,4,4,4,1,4,4,2,4,3,1,2,5,3,4,1,4,5,5,5,3,3,4,5,5,1,4,5,5,4,5,1,4,5,3,5,5,4,4,3,"Does the phone have a good camera?","Is there any warranty on the phone?","How much internal storage does the phone have?",,,"6160c8f657e3c4094b01614a",3,532,26,21,31,125,34,33,284,,2022-06-08 10:00:14,1,0,8,8,0,0,1.13,14
305,,,"smartphone_EN","interview",2022-06-08 09:46:49,1,39,1,2,5,5,5,3,4,1,2,5,5,4,4,3,5,5,5,5,4,1,4,4,5,5,5,3,4,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5,4,4,5,"What is the phone with the best camera quality?","Which phine has the highest storage?","Which ohine will offer the best app options?","Which phone has the most hi tech accessories?","Which phone is best value for money?","60b8f286e9ca8acabdddc02f",9,14,14,34,11,75,164,58,379,,2022-06-08 09:53:08,1,0,8,8,0,0,1.18,20
306,,,"smartphone_EN","interview",2022-06-08 09:46:50,2,35,1,2,4,5,5,2,4,1,1,1,5,2,5,3,4,5,2,5,4,1,1,5,3,5,3,5,5,5,5,3,3,5,4,5,3,3,5,3,3,4,3,4,4,5,4,5,4,4,3,"Do you have any phones with a screen of 5 inches?","I'd like a smartphone which has Android operating system.","Do you have any phones which are unlocked from any one network carrier?",,,"605ab9d5c01d0b0fc69930c5",55,23,25,20,39,470,188,68,888,,2022-06-08 10:01:38,1,0,8,8,0,0,0.6,3
307,,,"smartphone_EN","interview",2022-06-08 09:46:50,2,38,1,2,4,4,5,2,2,1,2,2,4,4,4,1,4,4,1,4,4,1,2,3,1,3,2,3,4,5,5,3,4,4,4,2,2,4,3,2,2,5,3,4,3,3,5,5,3,5,4,"Whats the most popular option?","Whats the best mid-range option?","Whats the newest technology?","Which has the best reviews?",,"5d959fdf9cf6ab001982afee",6,10,32,14,18,56,33,35,204,,2022-06-08 09:50:14,1,0,8,8,0,0,1.34,17
308,,,"smartphone_EN","interview",2022-06-08 09:46:52,2,46,1,2,5,5,5,2,2,1,2,1,4,4,4,3,5,5,3,5,4,1,4,5,3,5,4,4,5,5,4,5,4,4,5,5,,5,4,5,5,4,5,5,5,5,4,5,4,,3,"What is the battery life like?","Is the video high quality?","Which apps are available?",,,"5cb20f2d7c917b00172dfef5",4,11,45,27,30,97,33,32,279,,2022-06-08 09:51:31,1,0,8,8,0,0,1.11,8
309,,,"smartphone_EN","interview",2022-06-08 09:46:52,2,50,1,2,3,4,2,5,2,4,1,3,4,3,4,2,3,4,2,4,4,1,4,3,5,2,4,3,2,5,5,3,4,3,5,4,2,3,1,3,3,5,4,4,5,3,5,4,2,4,5,"How much does the phone cost","what is the memory capacity","can the camera work in the rain","can the contract be changed so that I can have unlimited","I have a small hand, & I need a small phone, do they have one","5e0b3d5dbf3d4e3868abc3ea",14,37,21,19,35,395,42,65,628,,2022-06-08 09:57:20,1,0,8,8,0,0,0.77,5
310,,,"smartphone_EN","interview",2022-06-08 09:46:52,1,21,1,2,4,4,5,2,2,1,3,2,4,4,4,2,4,4,2,5,5,1,2,5,2,4,2,5,5,5,4,4,3,4,5,2,2,2,2,3,4,5,5,5,5,4,4,4,4,2,4,"Does the phone have a long battery life?","Does the phone have a good camera?","Is the phone durable? e.g. water resistant, drop resistant.","Is the phone compatible with most apple products?",,"610074329088b3e63b1ce2f1",6,10,22,18,21,73,25,26,201,,2022-06-08 09:50:13,1,0,8,8,0,0,1.36,18
311,,,"smartphone_EN","interview",2022-06-08 09:46:53,2,30,1,2,5,5,5,3,3,1,4,2,5,5,5,3,5,5,4,5,4,1,5,5,3,5,2,5,5,5,5,5,2,3,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"What is the cost?","What can the downfalls be?","Any advantages?","What is do they come in?","Any available protection?","5e56584b888eb7000a1acb2b",7,6,21,22,20,81,27,18,202,,2022-06-08 09:50:15,1,0,8,8,0,0,1.46,23
312,,,"smartphone_EN","interview",2022-06-08 09:46:54,2,51,1,2,4,4,4,4,4,1,4,2,4,4,4,2,4,4,2,4,4,1,1,4,2,3,1,3,4,5,4,2,2,4,4,2,1,2,2,4,3,5,4,4,4,4,4,4,3,3,3,"How big is the screen","How long does the battery last","What is the opearting system",,,"5b228fcf50fde60001033592",4,11,47,16,19,40,33,29,199,,2022-06-08 09:50:13,1,0,8,8,0,0,1.45,24
313,,,"smartphone_EN","interview",2022-06-08 09:46:54,2,27,1,2,5,5,5,1,1,1,1,1,5,5,1,3,5,5,5,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Tell me about the spec of the smartphone?","What operating system version does it use?","Does the smartphone have accessories in store?","What is the size of the battery?","Does the smartphone support fast charging?","60693e637bc58fc13d57b1a7",59,13,50,40,113,258,52,36,570,,2022-06-08 09:57:15,1,0,8,8,0,0,0.58,0
314,,,"smartphone_EN","interview",2022-06-08 09:46:55,1,30,1,2,5,5,5,2,2,1,3,2,4,3,4,2,4,4,2,4,1,1,3,5,5,5,5,4,5,5,5,3,3,3,5,5,3,5,5,5,5,5,4,5,5,5,5,5,4,3,5,"How long does the battery life last?","What are the camera specifications?","What is the processor it uses?","Can it deal with multiple app usage at one time?","How durable is the phone in regards to damage?","5ed79bc811203823914c5932",4,12,21,48,24,101,33,24,267,,2022-06-08 09:51:22,1,0,8,8,0,0,1.23,15
315,,,"smartphone_EN","interview",2022-06-08 09:46:58,2,26,1,2,4,4,4,2,3,1,1,4,3,4,2,3,4,5,4,4,4,1,5,5,4,3,1,4,5,5,5,2,2,3,5,4,1,3,4,5,3,5,1,4,5,2,4,4,3,4,3,"What is the resolution of the camera","Which phones have a large built in storage capacity","Which phones has a good balance between performance and battery life",,,"5fbdc4f0784d3f225d8d96d1",12,8,31,31,36,102,34,59,313,,2022-06-08 09:52:11,1,0,8,8,0,0,0.92,3
316,,,"smartphone_EN","interview",2022-06-08 09:47:02,1,28,1,2,5,4,5,4,4,1,4,3,4,5,5,2,5,4,1,5,5,1,1,5,3,5,5,5,5,5,5,5,3,5,5,1,5,4,5,4,1,5,1,5,5,4,5,5,4,,5,"How long is the battery life?","How durable is the phone?","How good is the camera?","How big is the phone?","What can it do?","60394fde95a5a03dcc668c4b",3,9,48,74,27,57,31,46,295,,2022-06-08 09:51:57,1,0,8,8,0,0,1.21,18
317,,,"smartphone_EN","interview",2022-06-08 09:47:02,3,20,1,2,5,5,5,5,5,1,3,3,4,4,3,3,4,4,3,4,3,1,2,5,2,5,4,5,5,5,4,4,4,4,5,5,4,4,5,3,4,5,5,5,5,4,5,5,5,5,3,"How much does it cost?","What colours does it come with?","What is the storage size?",,,"615172c4fbb4722c8f004de7",14,7,26,18,36,37,35,25,198,,2022-06-08 09:50:20,1,0,8,8,0,0,1.34,21
318,,,"smartphone_EN","interview",2022-06-08 09:47:02,1,65,1,2,5,5,5,3,3,1,3,2,3,5,5,2,5,5,2,5,2,1,2,2,1,2,2,5,5,5,5,2,4,4,5,4,2,2,2,2,1,5,5,5,2,4,4,4,4,,3,"How long is the battery life?","Are there accessories available for the phone?","What are the security features?",,,"5a81a9fb0f1bce00012201ef",21,14,37,39,34,95,51,59,350,,2022-06-08 09:52:52,1,0,8,8,0,0,0.74,0
319,,,"smartphone_EN","interview",2022-06-08 09:47:02,2,25,1,2,4,4,5,3,4,1,3,4,5,4,4,2,4,4,2,4,2,1,4,5,5,4,3,4,5,5,5,4,3,4,4,4,3,5,3,5,4,5,4,5,5,4,5,5,4,3,4,"What is the storage capacity?","What is the battery life?","What's the speed of the phone like?","Is the phone easy to use?",,"62714f1a980371802eccdfd3",3,12,25,20,32,59,24,30,205,,2022-06-08 09:50:28,1,0,8,8,0,0,1.43,22
320,,,"smartphone_EN","interview",2022-06-08 09:47:04,2,53,1,2,5,5,5,1,1,1,1,1,1,4,5,3,5,5,3,5,5,1,1,3,1,3,1,5,5,5,5,4,3,4,3,5,1,4,2,3,2,4,4,5,3,5,5,5,4,5,5,"Do you have a smartphone with a clear, precise screen?","Do you have a mororola phone?","Do you have a phone with good system memory","Do you have a phone with a fast processor","Do you have a phone with good battery life?","5bb7b83ab791890001f4fd90",2,7,1100,30,34,126,69,61,361,,2022-06-08 10:10:53,1,0,8,8,0,0,1.02,22
321,,,"smartphone_EN","interview",2022-06-08 09:47:15,1,49,1,2,2,2,2,4,4,1,4,4,4,5,5,1,2,1,2,3,2,1,1,4,2,4,2,5,5,5,5,3,4,4,3,3,2,3,5,3,3,4,4,4,4,4,4,4,3,,5,"How much is it?","How much storage does it have?","Is the camera good?","Does it have good reviews?","Does it come in the colour I like?","5bb7a2f927fb5000013cb0e6",9,10,44,23,41,121,43,72,363,,2022-06-08 09:53:18,1,0,8,8,0,0,0.83,1
322,,,"smartphone_EN","interview",2022-06-08 09:49:31,1,33,1,2,4,3,2,5,2,1,3,1,5,2,4,1,3,4,2,5,3,1,1,5,5,3,4,5,5,5,5,5,5,4,5,,4,5,5,5,5,5,3,4,5,5,5,5,3,,4,"How long does the battery last after charging","what is the price.","Does it come with a phone cover and screen protector.","Doo you have amy favourite color for this phone.",,"5f3287b83428cb05746e2214",21,15,45,34,43,165,53,55,431,,2022-06-08 09:56:42,1,0,8,8,0,0,0.65,0
323,,,"smartphone_EN","interview",2022-06-08 09:53:03,2,28,1,2,4,2,3,4,4,1,3,4,3,4,5,4,5,4,3,4,4,1,4,4,2,3,1,3,4,5,4,4,3,2,3,5,1,4,1,3,4,5,4,4,5,4,4,3,4,2,5,"How long does the battery last?","Does the phone have 4G or 5G connectivity?","How large is the screen?","What AI functions does the camera have?","Does the phone have wireless charging?","591b3e133d3e900001045a7b",3,7,18,15,29,88,24,25,209,,2022-06-08 09:56:32,1,0,8,8,0,0,1.6,30
324,,,"smartphone_EN","interview",2022-06-08 10:06:44,2,36,1,2,5,5,5,1,3,1,2,1,5,4,5,3,5,5,3,5,4,1,1,5,3,4,5,5,5,5,5,4,3,4,5,3,1,3,4,5,3,5,4,5,5,5,4,4,3,5,4,"What's the processor speed?","Does it have a Gorilla Glass screen? ","Does it have a 3.5mm headphone input? ","What's the screen resolution? ",,"5739859f12d1d8000735c216",3,10,52,13,47,127,21,26,299,,2022-06-08 10:11:43,1,0,8,8,0,0,1.35,24
325,,,"smartphone_EN","interview",2022-06-08 10:06:45,1,28,1,2,5,5,5,3,4,1,2,2,4,5,3,2,4,4,3,5,4,1,2,5,3,4,2,3,5,5,5,1,2,4,5,3,2,3,5,4,2,5,1,4,4,1,3,4,2,3,5,"what kind of camera does it have?","how long is it likely to last?","how much is it?","do you think it's good value for money?","what size and weight is it?","5fa18024e8db28293edae14e",2,9,17,19,16,56,29,33,181,,2022-06-08 10:09:46,1,0,8,8,0,0,1.67,40
326,,,"smartphone_EN","interview",2022-06-08 10:06:48,1,25,1,2,3,4,4,3,4,1,2,3,4,1,5,1,3,4,2,4,3,1,2,4,4,4,2,4,5,5,5,4,1,2,3,,,4,2,4,2,5,4,5,4,5,5,5,,,5,"Do you have a smartphone with decent storage? Mine fills quickly and I have to delete important apps or photo memories.","Do you have a smartphone that is up to date but affordable? I don't want to be locked into an expensive month to month contract.","How good is the cellular data cover for this provider? I want to know I can access 4G from my house and work.","How well does this model retain its battery charge? I find most smartphones deplete quickly.","Does this smartphone support my most used apps? ","608ae99b3a43388b39be36ec",4,10,23,17,21,142,33,33,283,,2022-06-08 10:11:31,1,0,8,8,0,0,1.28,16
327,,,"smartphone_EN","interview",2022-06-08 10:06:50,1,22,1,2,5,5,4,3,2,1,2,2,4,5,3,2,4,4,5,5,3,1,1,5,5,3,2,5,5,5,5,4,3,3,4,4,1,4,2,5,3,5,5,5,5,5,4,5,3,3,4,"Does this have a good battery life","Does this have a good camera <br>","Is there protection that comes with it","what happens if it gets stolem",,"615c6b6db80030c2df00f6b7",4,9,23,16,18,54,29,27,180,,2022-06-08 10:09:50,1,0,8,8,0,0,1.53,26
328,,,"smartphone_EN","interview",2022-06-08 10:06:51,1,24,1,2,4,4,5,2,2,1,3,2,4,5,4,1,4,4,2,3,4,1,4,3,3,4,3,4,5,5,4,2,3,4,4,5,3,3,4,4,3,4,3,5,4,4,3,3,3,3,4,"Do you have a smartphone that has a long battery life since I don't like rechargeing it.","Do you have a smartphone that has a high resolution since I don't want to wear glasses when useing it.","Do you have a smartphone that is compact since I tend to drop mine alot and crack the screen.","Do you have a smartphone that records high resolution videos since I love to post videos on the internet.",,"5efd22056ec55516587f32a6",10,16,54,25,44,252,38,33,472,,2022-06-08 10:14:43,1,0,8,8,0,0,0.78,1
329,,,"smartphone_EN","interview",2022-06-08 10:06:51,2,34,1,2,4,3,4,3,3,1,4,4,4,5,4,3,3,4,3,2,4,4,4,4,4,3,4,4,3,5,5,5,4,4,5,4,4,5,4,4,5,4,2,5,4,5,5,5,5,5,3,"what are phones with big screen sizes?","what are the most powerful phones?","which phones can play games?",,,"5f3e6467a097d9057137d439",13,9,13,8,10,52,18,14,137,,2022-06-08 10:09:08,1,0,8,8,0,0,2.1,58
330,,,"smartphone_EN","interview",2022-06-08 10:06:51,1,33,1,2,4,4,5,2,2,1,3,3,5,4,5,1,5,5,3,4,5,1,1,5,4,5,1,5,5,5,3,3,3,5,5,5,1,5,3,5,3,5,5,5,5,5,5,5,5,5,5,"How much storage does it have","how long does the battery last","is it waterproof","is it shatter proof","does it have a good camera","5ab4e55cf69e940001d8d3bf",3,7,29,25,25,53,81,30,253,,2022-06-08 10:11:04,1,0,8,8,0,0,1.38,22
331,,,"smartphone_EN","interview",2022-06-08 10:06:53,2,40,1,2,4,4,4,3,2,1,2,1,5,3,4,4,4,4,5,4,2,1,1,4,4,3,1,3,5,5,4,1,2,3,4,2,2,3,5,4,1,5,5,3,3,1,4,4,3,3,5,"How much memory does it have","Is it splashproof","What are repair costs","What's it biggest downfall","What's the best sales point","5ec19ee0501a370888fa99b0",3,8,69,17,27,72,31,74,301,,2022-06-08 10:11:54,1,0,8,8,0,0,1.26,19
332,,,"smartphone_EN","interview",2022-06-08 10:06:53,2,61,1,2,4,4,4,2,2,1,2,2,4,4,3,1,4,4,3,4,4,1,1,5,1,3,3,5,5,5,5,3,3,3,5,3,5,4,1,5,3,5,3,4,5,5,5,5,5,5,5,"I want a smartphone that has a battery that will hold its charge for more than a day","I want a smartphone that has a pure Android operating system, i.e. not customised by the manufacturer","Do you have any yellow smartphones?","I need a smartphone that can accept two separate mobile network cards","I need s smartphone with a very tough screen as I'm prone to dropping my phone","599c578d8acf1e0001599633",9,11,28,21,28,174,41,32,344,,2022-06-08 10:12:37,1,0,8,8,0,0,0.98,3
333,,,"smartphone_EN","interview",2022-06-08 10:06:53,1,33,1,2,4,4,4,2,2,1,2,1,4,4,5,4,4,4,3,4,3,1,1,5,3,5,3,5,5,5,5,4,5,5,5,2,3,4,4,4,4,5,3,5,5,5,2,5,3,3,3,"What is the best brand to take photos?","How long is the battery life?","How much data do I get with this phone?",,,"575b2b408b705300078ae5e6",145,29,189,171,84,216,29,34,456,,2022-06-08 10:21:50,1,0,8,8,0,0,0.49,2
334,,,"smartphone_EN","interview",2022-06-08 10:06:54,2,37,1,2,4,4,4,2,2,1,3,2,4,4,3,2,4,4,2,4,3,1,1,4,1,3,3,4,4,5,5,3,3,4,4,3,3,3,3,1,1,5,1,4,4,4,4,4,3,,5,"What is the price?","What is the plan / contract options (locked, unlocked)?","What is the build quality / materials (glass, metal, plastic)?","What is the battery life?","What is the operating system (iOS, android)?","5f4b9740fdda0b04d86a533c",38,11,60,31,36,428,77,71,752,,2022-06-08 10:19:27,1,0,8,8,0,0,0.57,0
335,,,"smartphone_EN","interview",2022-06-08 10:06:55,2,47,1,2,5,4,4,2,3,1,2,2,4,4,4,3,4,5,3,4,4,1,2,4,3,4,3,4,5,5,4,3,3,4,4,5,5,4,1,3,4,5,5,5,4,5,5,5,5,5,5,"Which OS version does it use?","Does it have Google Services?","What size battery is built in?","What screen technology does it use?","Does it have a lot of bloatware pre loaded?","5f66697677720012a0b4d38f",4,21,25,16,17,121,35,34,273,,2022-06-08 10:11:28,1,0,8,8,0,0,1.25,17
336,,,"smartphone_EN","interview",2022-06-08 10:06:56,2,35,1,2,3,4,3,3,4,1,4,4,5,4,4,2,4,4,3,4,4,1,3,4,4,4,4,4,4,5,4,4,4,5,5,4,3,4,3,4,4,4,4,4,4,5,4,4,4,4,5,"can i transfer data from my current phone?","do you have a choice of colours?","how fast will the phone be?","what storage does the phone have?","what unique features does it have?","5eede63f737c352242d67b5b",3,8,13,18,25,113,25,36,241,,2022-06-08 10:10:57,1,0,8,8,0,0,1.55,28
337,,,"smartphone_EN","interview",2022-06-08 10:06:57,1,36,1,2,5,4,5,3,3,1,2,3,4,4,4,4,4,3,4,3,3,1,2,5,3,4,2,4,5,5,4,3,3,3,5,5,1,4,2,5,2,5,5,4,5,5,4,5,2,3,3,"what is the largest storage available? I take lots of photos","Does the phone interact with other devices such as smart watches?","Do you have phones that run on a fast charge?",,,"5d80ee2f613aa90016874530",3,8,37,29,31,63,38,44,253,,2022-06-08 10:11:10,1,0,8,8,0,0,1.26,16
338,,,"smartphone_EN","interview",2022-06-08 10:06:58,1,65,1,2,4,4,4,2,2,1,2,2,3,4,4,1,3,3,1,4,2,1,1,4,1,4,1,3,5,5,3,3,1,5,4,3,2,2,2,5,3,5,4,4,5,4,4,4,2,3,3,"How big is the screen?","What is the battery life like?","What spec is the camera?",,,"56fee62304254b000e00169b",9,11,21,18,22,45,34,35,195,,2022-06-08 10:10:13,1,0,8,8,0,0,1.3,16
339,,,"smartphone_EN","interview",2022-06-08 10:07:00,2,43,1,2,5,5,5,2,3,1,3,1,5,3,4,1,5,5,1,5,3,1,1,5,2,5,4,4,4,5,4,4,4,5,4,5,2,4,1,3,3,5,5,5,5,4,4,5,2,2,5,"how is the battery life","how good is the screen resolution","how large is the phone","how much memory does it have","how good is the camera","5e89ec793c01b3685a00bb12",4,10,27,30,36,86,36,40,269,,2022-06-08 10:11:29,1,0,8,8,0,0,1.12,9
340,,,"smartphone_EN","interview",2022-06-08 10:07:08,2,21,1,2,5,5,5,2,2,1,2,2,5,5,4,3,4,5,3,4,4,1,1,5,1,4,3,4,5,5,5,5,4,5,5,4,5,4,1,5,3,5,5,5,5,5,4,5,4,5,3,"How long does the battery last during a typical day of usage?","What is the warranty on the phone?","How much storage would I need for my phone?",,,"5d9fdfcad1165d0018c56e4f",5,8,30,22,30,89,34,34,252,,2022-06-08 10:11:20,1,0,8,8,0,0,1.17,9
341,,,"smartphone_EN","interview",2022-06-08 10:07:36,2,30,1,2,5,5,5,2,2,1,2,1,5,3,5,2,5,4,2,5,2,1,3,1,1,3,1,5,4,5,5,1,3,4,5,1,1,3,5,1,1,5,3,5,1,4,3,3,1,3,5,"What is your most durable smartphones?","Which smartphones have the most staying power; will stay relevant the longest?","Do you have a smartphone with the bare minimum features?","Do you have a smartphone with a larger screen?","Do you have a smartphone with high sound quality?","5d68c8aa40524c00189e8ac2",98,14,16,13,18,143,32,28,272,,2022-06-08 10:13:38,1,0,8,8,0,0,1.19,19
342,,,"smartphone_EN","interview",2022-06-08 10:07:48,2,36,1,2,5,5,4,2,2,1,2,2,4,4,5,2,5,4,2,5,3,1,1,4,1,3,1,3,3,5,5,2,2,3,3,2,1,2,4,2,2,4,3,3,5,5,3,5,2,2,5,"How much storage does it have","How good is the camera","Is it good value for money","Does it come with a lot of bloatware","Is it any good for large hands","5b59a51fca6d01000157a8c3",8,8,18,15,19,56,24,32,180,,2022-06-08 10:10:48,1,0,8,8,0,0,1.47,23
343,,,"smartphone_EN","interview",2022-06-08 10:08:55,2,45,1,2,5,5,5,2,2,1,2,1,4,3,5,4,5,5,4,5,5,1,4,4,2,5,2,4,5,5,3,4,3,4,5,2,1,4,5,5,2,5,5,5,4,4,4,5,4,4,5,"What's the battery life like, on average?","How much storage does it have?","What's the quality of the camera like?","Will the phone take a standard 3.5mm headphone jack?","What's the screen resolution like?  How many pixels?","5d1a69d8f97a18001977e0d7",5,37,36,36,26,108,39,45,332,,2022-06-08 10:14:27,1,0,8,8,0,0,0.91,4
350,,,"smartphone_EN","interview",2022-06-19 10:23:53,1,42,1,2,4,4,5,4,4,1,4,3,4,5,5,3,4,4,4,4,3,1,2,5,3,4,4,5,5,5,5,5,3,4,5,5,3,4,4,5,3,5,5,4,5,5,5,5,5,5,4,"Do you have a phone with a good battery life?","What is the memory size?","Does it have a good camera as I like to take photos of my family","Is the processor speedgood?",,"59a7317c8b38f2000128d09c",7,11,28,23,26,82,41,34,252,,2022-06-19 10:28:05,1,0,8,8,0,0,1.08,5
351,,,"smartphone_EN","interview",2022-06-19 10:28:33,1,24,1,2,5,4,4,2,2,1,2,1,3,4,5,2,5,5,2,5,2,1,4,4,4,3,3,1,4,5,5,3,4,4,3,1,1,2,2,4,1,5,2,3,4,4,4,4,2,,4,"Do you have a phone with quite a large memory? as I have a lot of photos and apps","Do you have a phone that is small in size? as my hands are quite small and big phones are uncomfortable","Do you have a phone that I can easily connect to my laptop to use information between both?","Do you have a phone that charges quickly or holds charge for a long time?",,"5c082f1f66706a0001047bf2",20,6,35,22,28,129,38,39,317,,2022-06-19 10:33:50,1,0,8,8,0,0,1,6
352,,,"smartphone_EN","interview",2022-06-19 10:29:30,1,27,1,2,2,2,3,3,2,3,3,2,2,2,3,2,3,3,3,2,3,1,3,4,4,2,3,2,3,5,2,2,3,3,3,3,2,2,4,3,4,4,3,2,2,3,3,3,2,2,3,"is the phone fast as i dont like slow phones","will the phone screen smash if it drops on the floor as im clumsy","how much storage does it have because i love to take pictures",,,"60489f4213c12ef080437aea",5,11,14,12,16,103,18,16,195,,2022-06-19 10:32:45,1,0,8,8,0,0,1.76,38
